DATE,DNXRSA
2005-02-01,134.370317186486
2005-03-01,134.65668412855499
2005-04-01,135.089969186576
2005-05-01,135.128884782314
2005-06-01,134.938402804134
2005-07-01,134.969788040976
2005-08-01,135.237462331459
2005-09-01,135.908835302927
2005-10-01,136.609612882559
2005-11-01,137.22115806337098
2005-12-01,137.919471881404
2006-01-01,138.804128812245
2006-02-01,139.290449045445
2006-03-01,139.342724437219
2006-04-01,138.812244359239
2006-05-01,138.73542008747802
2006-06-01,138.447983272076
2006-07-01,138.338276345496
2006-08-01,137.809458676878
2006-09-01,137.633800805102
2006-10-01,137.36783784635202
2006-11-01,137.314049746465
2006-12-01,137.64899978
2007-01-01,137.596955677069
2007-02-01,137.40738343049802
2007-03-01,136.981354658508
2007-04-01,136.557735932132
2007-05-01,136.783811586431
2007-06-01,136.82305624519898
2007-07-01,136.956914773021
2007-08-01,136.83465118681002
2007-09-01,136.21576545293001
2007-10-01,134.749819682935
2007-11-01,133.016716265287
2007-12-01,131.607570338421
2008-01-01,130.937341834182
2008-02-01,130.258056107313
2008-03-01,130.351551801764
2008-04-01,130.190496235741
2008-05-01,130.12313918075898
2008-06-01,130.18471105745502
2008-07-01,130.233305918097
2008-08-01,129.6117904366
2008-09-01,128.750497891805
2008-10-01,127.69342613788
2008-11-01,127.327566020296
2008-12-01,126.487119218475
2009-01-01,124.45562447831101
2009-02-01,123.127450194021
2009-03-01,123.31487183668001
2009-04-01,123.738423551974
2009-05-01,124.023302675834
2009-06-01,125.27397145822901
2009-07-01,126.28852945804199
2009-08-01,127.02840444913001
2009-09-01,127.28292776290199
2009-10-01,127.59234078253999
2009-11-01,127.99436887298401
2009-12-01,128.070540246598
2010-01-01,127.89506874741501
2010-02-01,127.728977851891
2010-03-01,128.343923105271
2010-04-01,129.03095672070802
2010-05-01,128.300730765944
2010-06-01,127.380537490441
2010-07-01,126.18589758252399
2010-08-01,125.645597878309
2010-09-01,125.30662884051901
2010-10-01,125.398571076239
2010-11-01,124.81410922181699
2010-12-01,125.076004824666
2011-01-01,124.99172985494499
2011-02-01,124.378049625696
2011-03-01,123.276435515215
2011-04-01,123.57598096074
2011-05-01,123.778642298117
2011-06-01,124.15204791111601
2011-07-01,123.56042657666201
2011-08-01,123.816238219065
2011-09-01,123.739986742185
2011-10-01,124.380118860916
2011-11-01,124.73180448492701
2011-12-01,124.68251415160499
2012-01-01,125.115766433668
2012-02-01,124.830221812379
2012-03-01,126.105643239774
2012-04-01,126.823311760492
2012-05-01,128.098478655809
2012-06-01,129.19529358143498
2012-07-01,130.374840235682
2012-08-01,130.953354204256
2012-09-01,132.280509206565
2012-10-01,133.154849538062
2012-11-01,134.619028330907
2012-12-01,135.39859824625
2013-01-01,136.466626744305
2013-02-01,136.988363750535
2013-03-01,138.008993830104
2013-04-01,139.026834563461
2013-05-01,140.353935927631
2013-06-01,141.417079012797
2013-07-01,143.161659828852
2013-08-01,144.531277102442
2013-09-01,145.686295110357
2013-10-01,146.06119048247498
2013-11-01,146.771309869514
2013-12-01,147.703393690565
2014-01-01,148.62149874157402
2014-02-01,149.15464834571802
2014-03-01,150.104995443222
2014-04-01,150.984392453379
2014-05-01,151.740769930233
2014-06-01,152.407521258153
2014-07-01,152.935095478052
2014-08-01,153.938609992682
2014-09-01,155.010899225061
2014-10-01,156.748941647695
2014-11-01,157.877319566209
2014-12-01,159.812652910038
2015-01-01,161.021876908418
2015-02-01,163.65334450246598
2015-03-01,164.489049051807
2015-04-01,166.030604545044
2015-05-01,166.770904010297
2015-06-01,168.008667800533
2015-07-01,168.876612667876
2015-08-01,170.71724313515801
2015-09-01,172.258641499286
2015-10-01,174.059581608428
2015-11-01,175.28463808613202
2015-12-01,176.19197478002602
2016-01-01,177.389475378876
2016-02-01,179.18129957678502
2016-03-01,180.30005428301
2016-04-01,181.327603098434
2016-05-01,182.42681775527902
2016-06-01,183.557723777085
2016-07-01,185.01062344733
2016-08-01,186.13776245814202
2016-09-01,187.661299849992
2016-10-01,188.78652507603402
2016-11-01,190.827201811877
2016-12-01,192.03154843389402
2017-01-01,193.56551520766
2017-02-01,194.42835640125702
2017-03-01,194.757568110748
2017-04-01,195.584825380923
2017-05-01,196.535573656889
2017-06-01,197.42535348147598
2017-07-01,198.57546318439998
2017-08-01,199.901027017987
2017-09-01,201.272067838651
2017-10-01,202.637217429331
2017-11-01,204.34318714263
2017-12-01,206.52781430403
2018-01-01,208.35145068088002
2018-02-01,210.541097373711
2018-03-01,211.02563987421502
2018-04-01,211.917971814252
2018-05-01,212.851423326161
2018-06-01,213.562448115076
2018-07-01,214.491998378661
2018-08-01,215.38097258221
2018-09-01,216.303276838446
2018-10-01,217.07534074690497
2018-11-01,217.442198124425
2018-12-01,218.19958154061501
2019-01-01,218.978976223478
2019-02-01,220.450107895784
2019-03-01,219.641759200976
2019-04-01,219.563857811082
2019-05-01,219.97939164800098
2019-06-01,220.42796797937802
2019-07-01,220.892311811496
2019-08-01,221.72464797935902
2019-09-01,223.01645412302398
2019-10-01,224.57721073887902
2019-11-01,225.760609900676
2019-12-01,226.727913005995
2020-01-01,227.45449849611302
2020-02-01,228.22467538865
2020-03-01,227.599464092805
2020-04-01,227.795844589768
2020-05-01,228.11713856238097
2020-06-01,228.87716454211102
2020-07-01,230.30749486141102
2020-08-01,233.477697999167
2020-09-01,236.651736519739
2020-10-01,240.796981985256
2020-11-01,244.381306935799
2020-12-01,248.131299392322
2021-01-01,250.810669044462
2021-02-01,254.57232392828098
2021-03-01,258.351410732608
2021-04-01,262.361783930654
2021-05-01,267.430566659506
2021-06-01,273.402834268079
2021-07-01,279.038637507226
2021-08-01,283.695002322297
2021-09-01,287.033668402639
2021-10-01,290.10601819096803
2021-11-01,293.678099723084
2021-12-01,298.842193340292
2022-01-01,303.250110072874
2022-02-01,311.461129380197
2022-03-01,319.23869874929
2022-04-01,323.817430767487
2022-05-01,326.303232826298
2022-06-01,325.816929203105
2022-07-01,322.248791605093
2022-08-01,317.619766441452
2022-09-01,313.852373692806
2022-10-01,313.407652419901
2022-11-01,311.794358935871
2022-12-01,309.670990379639
2023-01-01,306.464905243196
2023-02-01,307.723733432266
2023-03-01,307.693882620043
2023-04-01,308.882274344978
2023-05-01,310.237484754142
2023-06-01,311.400821196862
2023-07-01,312.96460241412996
2023-08-01,315.6221992753
2023-09-01,317.235293102271
2023-10-01,318.567015903212
