DATE,TPXRSA
1995-10-01,87.099512630875
1995-11-01,87.272635641305
1995-12-01,87.13339697841101
1996-01-01,87.217362160009
1996-02-01,87.385250291541
1996-03-01,87.856231769694
1996-04-01,87.996507874867
1996-05-01,87.933516499686
1996-06-01,87.87645160515699
1996-07-01,87.76064667961701
1996-08-01,87.89544511423401
1996-09-01,87.78521776516399
1996-10-01,88.212664894127
1996-11-01,88.29484500108101
1996-12-01,88.72468696206998
1997-01-01,88.64849933777501
1997-02-01,88.64733475145201
1997-03-01,87.95456096342501
1997-04-01,88.441100266427
1997-05-01,88.70552909562201
1997-06-01,88.81822958008001
1997-07-01,88.917942830837
1997-08-01,89.229292539851
1997-09-01,89.440078367318
1997-10-01,89.513621311073
1997-11-01,89.719769037859
1997-12-01,90.086677239862
1998-01-01,90.77508161632099
1998-02-01,91.081543960856
1998-03-01,91.39372380876
1998-04-01,91.49007042396799
1998-05-01,91.597173628605
1998-06-01,91.882970730503
1998-07-01,92.42470297320801
1998-08-01,92.67390041225599
1998-09-01,93.234404084776
1998-10-01,93.274090657425
1998-11-01,93.806462988848
1998-12-01,93.78612188390301
1999-01-01,94.089588167315
1999-02-01,94.463343441874
1999-03-01,94.860061715018
1999-04-01,95.467756931161
1999-05-01,96.140618953433
1999-06-01,96.55917080506
1999-07-01,97.085763708685
1999-08-01,97.44559837242201
1999-09-01,97.98971481947399
1999-10-01,98.665667519598
1999-11-01,98.965699218563
1999-12-01,99.68455107888799
2000-01-01,100.076268668127
2000-02-01,100.788642565696
2000-03-01,101.44705566366699
2000-04-01,102.30571720918199
2000-05-01,103.39054577285299
2000-06-01,104.22702170429599
2000-07-01,105.031190568691
2000-08-01,105.414051831044
2000-09-01,105.90625225034599
2000-10-01,106.509375346976
2000-11-01,108.188799736799
2000-12-01,109.808481126367
2001-01-01,110.897938529986
2001-02-01,111.705580112853
2001-03-01,112.41521132883499
2001-04-01,113.451546345301
2001-05-01,113.764130095819
2001-06-01,115.198923434337
2001-07-01,116.15615757774401
2001-08-01,117.846203419045
2001-09-01,118.124957899655
2001-10-01,118.875970630349
2001-11-01,119.544012171635
2001-12-01,119.88509455193001
2002-01-01,120.39579298717199
2002-02-01,120.700033506625
2002-03-01,122.95814677135901
2002-04-01,123.707047322341
2002-05-01,124.950321444767
2002-06-01,125.597677828136
2002-07-01,126.853260703465
2002-08-01,127.753578923549
2002-09-01,128.573840180108
2002-10-01,129.20078066297899
2002-11-01,130.25653577287
2002-12-01,131.830378082789
2003-01-01,133.271389030109
2003-02-01,134.661895870142
2003-03-01,135.52030495426501
2003-04-01,136.626738340457
2003-05-01,138.11742993414498
2003-06-01,138.665744486832
2003-07-01,139.351880429665
2003-08-01,139.700289522584
2003-09-01,141.864562165353
2003-10-01,143.285166117245
2003-11-01,144.87641065681402
2003-12-01,145.232763741999
2004-01-01,147.999063018572
2004-02-01,149.51322366703502
2004-03-01,152.66874590480302
2004-04-01,153.22785743792602
2004-05-01,155.36341080866399
2004-06-01,157.834043432265
2004-07-01,159.950267331829
2004-08-01,162.578637105936
2004-09-01,165.082919844293
2004-10-01,167.959499458674
2004-11-01,170.588159150296
2004-12-01,173.57029557721
2005-01-01,177.24225983801398
2005-02-01,180.83570830517
2005-03-01,185.265691533438
2005-04-01,188.447300090411
2005-05-01,192.007145372872
2005-06-01,196.80245036109798
2005-07-01,201.114886960784
2005-08-01,206.39133562913602
2005-09-01,211.712929266273
2005-10-01,217.890705985948
2005-11-01,222.5749484456
2005-12-01,226.002579423636
2006-01-01,229.524188760058
2006-02-01,232.286166104383
2006-03-01,235.97788449794498
2006-04-01,237.948173438786
2006-05-01,239.00401336139197
2006-06-01,237.96452314164299
2006-07-01,236.936356810382
2006-08-01,235.467145899338
2006-09-01,234.137708898433
2006-10-01,232.366416113613
2006-11-01,231.31474121785598
2006-12-01,230.10748023398997
2007-01-01,229.759011197869
2007-02-01,230.44514088015703
2007-03-01,229.576911039769
2007-04-01,226.676542640727
2007-05-01,223.08479007138303
2007-06-01,219.441622440938
2007-07-01,215.466080842019
2007-08-01,211.128258734239
2007-09-01,207.492322812038
2007-10-01,204.737039227156
2007-11-01,202.051615675085
2007-12-01,199.531969582256
2008-01-01,195.861019524509
2008-02-01,190.786273895415
2008-03-01,185.194950934313
2008-04-01,180.890835510304
2008-05-01,178.06765308199502
2008-06-01,174.935009499689
2008-07-01,173.143259757207
2008-08-01,172.31875269207
2008-09-01,168.709982010554
2008-10-01,164.019910451882
2008-11-01,159.872504549237
2008-12-01,155.749758282926
2009-01-01,150.52560748284202
2009-02-01,147.49165441373302
2009-03-01,144.104221012473
2009-04-01,142.434068795948
2009-05-01,140.983141155878
2009-06-01,140.39123187009199
2009-07-01,140.861927967491
2009-08-01,141.410199118939
2009-09-01,140.303530260674
2009-10-01,139.057161294788
2009-11-01,139.028162908172
2009-12-01,138.88346561244498
2010-01-01,139.662904352775
2010-02-01,138.90827140424102
2010-03-01,139.087404344052
2010-04-01,138.98854821318
2010-05-01,138.786513889827
2010-06-01,137.695706410789
2010-07-01,136.03813950266002
2010-08-01,135.377923110392
2010-09-01,134.348607102019
2010-10-01,133.83825520588698
2010-11-01,133.176822501885
2010-12-01,130.99602130577298
2011-01-01,130.538415920533
2011-02-01,130.045617078958
2011-03-01,129.02524245592
2011-04-01,127.978912536112
2011-05-01,127.288321229785
2011-06-01,127.402963993808
2011-07-01,127.34896402452401
2011-08-01,127.436122919384
2011-09-01,125.54894109895201
2011-10-01,125.78761510561701
2011-11-01,125.20889122172599
2011-12-01,125.629594043396
2012-01-01,125.63116037978001
2012-02-01,126.266810202355
2012-03-01,127.05865758663299
2012-04-01,128.91979305508002
2012-05-01,130.372093101924
2012-06-01,131.67329632196
2012-07-01,132.194232255616
2012-08-01,132.939078999813
2012-09-01,133.158947248765
2012-10-01,133.32046940069202
2012-11-01,133.848451411832
2012-12-01,134.690638421837
2013-01-01,137.052690579534
2013-02-01,138.700295575305
2013-03-01,141.507403459153
2013-04-01,143.17875977173298
2013-05-01,144.441639637509
2013-06-01,146.48355322130502
2013-07-01,149.11139284253701
2013-08-01,152.064773953541
2013-09-01,152.920494011015
2013-10-01,153.771599528818
2013-11-01,154.87574991399902
2013-12-01,155.910475652918
2014-01-01,157.29466486130198
2014-02-01,156.88349497657802
2014-03-01,156.18493696193198
2014-04-01,157.373036393792
2014-05-01,158.953445116997
2014-06-01,159.99744255088
2014-07-01,160.26746330139
2014-08-01,160.784569090161
2014-09-01,161.583480984172
2014-10-01,163.260099134893
2014-11-01,165.132976436726
2014-12-01,165.573270149183
2015-01-01,165.958334715218
2015-02-01,166.84589606018
2015-03-01,168.20044275202102
2015-04-01,168.679527356979
2015-05-01,168.911331680424
2015-06-01,168.94120029426398
2015-07-01,169.898659552019
2015-08-01,170.992853722874
2015-09-01,172.288482242995
2015-10-01,173.697469570764
2015-11-01,174.849141479478
2015-12-01,176.70153203645
2016-01-01,177.95745606525398
2016-02-01,179.31919979267502
2016-03-01,180.234564605495
2016-04-01,181.26311534527198
2016-05-01,181.886903768673
2016-06-01,182.48176790029999
2016-07-01,183.19323667243
2016-08-01,184.22765485641898
2016-09-01,185.445652035573
2016-10-01,187.283185916902
2016-11-01,188.801225626308
2016-12-01,191.31976937823998
2017-01-01,192.35008899215902
2017-02-01,192.23311005246498
2017-03-01,192.14303942397203
2017-04-01,193.153083781781
2017-05-01,194.72482421659802
2017-06-01,195.395479523115
2017-07-01,196.44027785681598
2017-08-01,197.01678516503299
2017-09-01,198.868644080635
2017-10-01,200.009575295448
2017-11-01,202.028136722182
2017-12-01,203.237602403979
2018-01-01,205.125658332281
2018-02-01,205.737758027235
2018-03-01,206.439506184179
2018-04-01,206.84281956944199
2018-05-01,207.506735592593
2018-06-01,208.846716162968
2018-07-01,209.89796373189
2018-08-01,210.903077229522
2018-09-01,212.096114019561
2018-10-01,212.703262271579
2018-11-01,213.481352255608
2018-12-01,214.02692469458802
2019-01-01,215.61715606336602
2019-02-01,216.940004580539
2019-03-01,217.34938300968602
2019-04-01,218.170576864354
2019-05-01,218.049906282538
2019-06-01,218.49000169336398
2019-07-01,219.16818903473802
2019-08-01,219.876099919954
2019-09-01,221.394797233702
2019-10-01,222.972886191401
2019-11-01,224.31228502542498
2019-12-01,225.54444172831
2020-01-01,226.570655715914
2020-02-01,227.97695672273102
2020-03-01,229.526410403004
2020-04-01,230.52133639262502
2020-05-01,230.607601592714
2020-06-01,230.774961516005
2020-07-01,231.742516785199
2020-08-01,234.569612101851
2020-09-01,237.762250514762
2020-10-01,242.012674421363
2020-11-01,245.86148099122101
2020-12-01,250.071256528263
2021-01-01,254.24238021738398
2021-02-01,257.748136900699
2021-03-01,261.355415457201
2021-04-01,266.039577543154
2021-05-01,271.920042185507
2021-06-01,280.018761977378
2021-07-01,287.91259272750096
2021-08-01,295.12883416860296
2021-09-01,303.394803266552
2021-10-01,309.965010433871
2021-11-01,317.380751513554
2021-12-01,323.917267564472
2022-01-01,333.10474940558896
2022-02-01,342.188006627929
2022-03-01,352.564683562144
2022-04-01,361.779239631512
2022-05-01,370.285685422094
2022-06-01,377.951013263372
2022-07-01,379.590733693649
2022-08-01,378.33855840593
2022-09-01,375.355580308515
2022-10-01,373.616600427027
2022-11-01,371.101267718045
2022-12-01,369.1926202353201
2023-01-01,368.36042254042997
2023-02-01,368.62713223602697
2023-03-01,369.70959122422994
2023-04-01,370.72132902077794
2023-05-01,372.734917438377
2023-06-01,374.209354463435
2023-07-01,376.402021311848
2023-08-01,378.294182873041
2023-09-01,380.84579489525805
2023-10-01,382.170705200562
