DATE,LXXRSA
2007-03-01,268.747286498158
2007-04-01,266.42901832525797
2007-05-01,264.244427254646
2007-06-01,261.322917759744
2007-07-01,258.488939616166
2007-08-01,254.848848364453
2007-09-01,251.29955567421
2007-10-01,247.006917961787
2007-11-01,239.234041957294
2007-12-01,233.114568385917
2008-01-01,226.111801672291
2008-02-01,217.771708278284
2008-03-01,210.580931012832
2008-04-01,205.100129790989
2008-05-01,199.432811288453
2008-06-01,195.13369608402098
2008-07-01,190.67640290693402
2008-08-01,186.649913242192
2008-09-01,181.845912381059
2008-10-01,178.067685854314
2008-11-01,174.95125392288003
2008-12-01,171.44441754416098
2009-01-01,167.831131840554
2009-02-01,165.545484569564
2009-03-01,163.73998203496402
2009-04-01,161.545220641595
2009-05-01,159.836772125082
2009-06-01,160.31147258091298
2009-07-01,162.21186188267902
2009-08-01,164.259727765684
2009-09-01,165.53005779437999
2009-10-01,166.889537599394
2009-11-01,168.919332143628
2009-12-01,171.586062522451
2010-01-01,174.441134546349
2010-02-01,174.465861758218
2010-03-01,173.670344282744
2010-04-01,174.03693608201198
2010-05-01,175.15569055685
2010-06-01,174.79607040835398
2010-07-01,174.23024702096
2010-08-01,172.971291652874
2010-09-01,172.78894432369898
2010-10-01,172.597103637085
2010-11-01,172.689061526406
2010-12-01,171.436085189784
2011-01-01,171.510236854155
2011-02-01,170.94779310904
2011-03-01,170.691137596299
2011-04-01,170.128156405806
2011-05-01,169.202390818916
2011-06-01,168.558887827896
2011-07-01,167.96118408286898
2011-08-01,166.931170867934
2011-09-01,165.72759372421
2011-10-01,164.28786375038
2011-11-01,163.616502880848
2011-12-01,162.80774509978997
2012-01-01,162.458268310065
2012-02-01,162.114569224353
2012-03-01,162.309677737759
2012-04-01,163.677986660914
2012-05-01,165.53992193684098
2012-06-01,167.253364694302
2012-07-01,168.659364846695
2012-08-01,170.659693046406
2012-09-01,172.709146181817
2012-10-01,174.793008295769
2012-11-01,176.546072970257
2012-12-01,179.58023175003999
2013-01-01,182.199457404254
2013-02-01,184.88241504469502
2013-03-01,188.948303360989
2013-04-01,193.85387434767202
2013-05-01,196.93890016647498
2013-06-01,200.324173908316
2013-07-01,203.832638101973
2013-08-01,207.941294846003
2013-09-01,210.765036449276
2013-10-01,213.69254248155602
2013-11-01,215.077362747883
2013-12-01,216.16757058219298
2014-01-01,216.56349363506803
2014-02-01,218.29044881104
2014-03-01,220.09485167540902
2014-04-01,220.49456219966203
2014-05-01,220.828076635309
2014-06-01,221.413835109796
2014-07-01,222.036917793749
2014-08-01,222.111698423982
2014-09-01,222.780569984674
2014-10-01,224.505861594724
2014-11-01,226.33563653305
2014-12-01,228.005503683332
2015-01-01,228.256872996798
2015-02-01,230.327383550856
2015-03-01,231.603751001435
2015-04-01,233.085760652873
2015-05-01,234.19636120965401
2015-06-01,235.045610209659
2015-07-01,235.64715507158297
2015-08-01,236.23761438272004
2015-09-01,237.294148070196
2015-10-01,238.59439422773102
2015-11-01,240.1171973774
2015-12-01,241.686127556395
2016-01-01,243.482586766828
2016-02-01,245.25094665610803
2016-03-01,245.807220586082
2016-04-01,246.350122923547
2016-05-01,246.73498120581797
2016-06-01,247.523461579359
2016-07-01,248.830085287766
2016-08-01,250.17650135055803
2016-09-01,251.463901836727
2016-10-01,252.10550087103198
2016-11-01,253.27418186671397
2016-12-01,254.68015406583697
2017-01-01,256.243853080401
2017-02-01,256.943411578739
2017-03-01,258.292661343124
2017-04-01,258.708049873751
2017-05-01,260.266774622892
2017-06-01,261.266413807361
2017-07-01,264.21909952978297
2017-08-01,265.521081060106
2017-09-01,267.153254377456
2017-10-01,268.507170648785
2017-11-01,271.067611315798
2017-12-01,273.49511642357004
2018-01-01,275.227659973655
2018-02-01,277.60198346372
2018-03-01,278.520195764972
2018-04-01,279.524489473154
2018-05-01,279.448803573631
2018-06-01,280.375407127161
2018-07-01,280.982691384039
2018-08-01,281.984411548368
2018-09-01,282.09312781163
2018-10-01,283.086171190215
2018-11-01,282.807138385464
2018-12-01,283.936637159021
2019-01-01,282.869277543142
2019-02-01,282.349965708464
2019-03-01,281.78911142374903
2019-04-01,282.826052668937
2019-05-01,284.189561127115
2019-06-01,284.078244653161
2019-07-01,283.986967246686
2019-08-01,284.96253317546
2019-09-01,287.004469450277
2019-10-01,288.900694568258
2019-11-01,290.775938431554
2019-12-01,291.803168968375
2020-01-01,292.753734106515
2020-02-01,292.97127165398
2020-03-01,293.418530247153
2020-04-01,293.670605898478
2020-05-01,293.53247853995
2020-06-01,294.665515959002
2020-07-01,298.929629979795
2020-08-01,304.507805674575
2020-09-01,309.267532661169
2020-10-01,313.598223177002
2020-11-01,317.49620150013
2020-12-01,321.65182555275004
2021-01-01,324.97676571567797
2021-02-01,328.346919385683
2021-03-01,332.49412580277
2021-04-01,336.365794000953
2021-05-01,342.644694999061
2021-06-01,349.291971581274
2021-07-01,355.59080933137494
2021-08-01,360.68722433032997
2021-09-01,366.18454244841905
2021-10-01,372.393437178044
2021-11-01,378.268902589494
2021-12-01,383.64918666893203
2022-01-01,389.83355713959196
2022-02-01,400.81955595131205
2022-03-01,409.296489846074
2022-04-01,414.484511899555
2022-05-01,417.635250934196
2022-06-01,416.06666374284
2022-07-01,410.87799198426
2022-08-01,404.00332317534696
2022-09-01,398.804887474691
2022-10-01,397.73472804668097
2022-11-01,395.443002683268
2022-12-01,394.168056310513
2023-01-01,393.79053366149697
2023-02-01,395.612093784399
2023-03-01,397.08570693117997
2023-04-01,400.847862391054
2023-05-01,404.39872789103
2023-06-01,407.854484612258
2023-07-01,412.014364382201
2023-08-01,416.84817378631004
2023-09-01,419.53719074146403
2023-10-01,422.372949692172
