DATE,NYXRSA
1995-02-01,78.783145503825
1995-03-01,78.56712578758601
1995-04-01,78.445752105467
1995-05-01,78.43491223775099
1995-06-01,78.43181627738001
1995-07-01,78.45318230169599
1995-08-01,78.436776947182
1995-09-01,78.50593284525
1995-10-01,78.671245206344
1995-11-01,78.744808626284
1995-12-01,78.85489948234199
1996-01-01,78.95019496647299
1996-02-01,79.218412304536
1996-03-01,79.501622605336
1996-04-01,79.608552922452
1996-05-01,79.775818252066
1996-06-01,79.36633005141401
1996-07-01,79.43090509035599
1996-08-01,79.562913709977
1996-09-01,79.759529837041
1996-10-01,79.891283297927
1996-11-01,79.916579388694
1996-12-01,80.197635094741
1997-01-01,80.43598876899101
1997-02-01,80.59488054549699
1997-03-01,80.589764990182
1997-04-01,80.674442121983
1997-05-01,80.954136323296
1997-06-01,81.393611647168
1997-07-01,81.77725349445
1997-08-01,81.942905176521
1997-09-01,82.061190836162
1997-10-01,82.34191379842301
1997-11-01,82.82154792681999
1997-12-01,83.27303307754
1998-01-01,83.73016694771401
1998-02-01,84.412177184767
1998-03-01,84.94315256828101
1998-04-01,85.416571736243
1998-05-01,85.987124847489
1998-06-01,86.48242610858601
1998-07-01,87.16118331017599
1998-08-01,87.665885500181
1998-09-01,88.22858050209801
1998-10-01,88.73920322642701
1998-11-01,89.259598105558
1998-12-01,89.55839779065901
1999-01-01,89.85618596754999
1999-02-01,90.512204944802
1999-03-01,91.28555798121401
1999-04-01,92.274853578041
1999-05-01,93.000473835296
1999-06-01,94.03505253756799
1999-07-01,94.939698369378
1999-08-01,96.02420387422899
1999-09-01,96.791174848208
1999-10-01,97.591618123008
1999-11-01,98.400075042414
1999-12-01,99.351966708013
2000-01-01,100.339230039895
2000-02-01,101.24065674257099
2000-03-01,102.06063127444
2000-04-01,103.132503520529
2000-05-01,104.915868572759
2000-06-01,106.064699428955
2000-07-01,107.02029107217699
2000-08-01,108.02474982617399
2000-09-01,108.825510220483
2000-10-01,109.786003625893
2000-11-01,110.636684402285
2000-12-01,111.83954347771002
2001-01-01,112.93625851896999
2001-02-01,114.251952548738
2001-03-01,115.314224039375
2001-04-01,116.364966514432
2001-05-01,116.978208491765
2001-06-01,118.075068093844
2001-07-01,119.223207241411
2001-08-01,120.58636825444401
2001-09-01,121.983003626422
2001-10-01,123.094915080774
2001-11-01,124.404439206015
2001-12-01,124.575336425828
2002-01-01,125.379914987787
2002-02-01,126.09771077188499
2002-03-01,127.32063727917
2002-04-01,128.69301885619
2002-05-01,130.48480825931802
2002-06-01,132.495632282825
2002-07-01,134.854409923974
2002-08-01,137.003348814926
2002-09-01,138.826656713707
2002-10-01,140.801751372411
2002-11-01,142.843487889786
2002-12-01,144.913604696173
2003-01-01,146.63899075610502
2003-02-01,147.937101333929
2003-03-01,149.216318548326
2003-04-01,150.339894675859
2003-05-01,151.491934165322
2003-06-01,152.247026017123
2003-07-01,153.289684196808
2003-08-01,154.486737387972
2003-09-01,156.363150460074
2003-10-01,157.976731548028
2003-11-01,160.016232912058
2003-12-01,161.89445605374
2004-01-01,163.642813201132
2004-02-01,165.450287443938
2004-03-01,167.479820603106
2004-04-01,169.142337714796
2004-05-01,171.144164961724
2004-06-01,173.347396572653
2004-07-01,175.64820048732898
2004-08-01,177.283470572418
2004-09-01,179.12236846303398
2004-10-01,181.12494942722
2004-11-01,182.92858791370898
2004-12-01,184.599160357051
2005-01-01,187.17201066932998
2005-02-01,189.792270577693
2005-03-01,193.18848813155898
2005-04-01,195.17067672845903
2005-05-01,196.73226428826402
2005-06-01,198.197125682164
2005-07-01,199.811021791745
2005-08-01,201.498796188439
2005-09-01,204.075552676928
2005-10-01,206.679285936991
2005-11-01,209.321209070111
2005-12-01,212.052225655335
2006-01-01,213.50447268505002
2006-02-01,215.05367641320598
2006-03-01,215.71966689110002
2006-04-01,216.45082826932702
2006-05-01,216.617849284922
2006-06-01,216.19424588962798
2006-07-01,215.04958364733898
2006-08-01,213.095696564564
2006-09-01,213.026685079575
2006-10-01,213.027313957658
2006-11-01,213.158897660628
2006-12-01,213.252396327856
2007-01-01,212.909155366996
2007-02-01,213.31093475211102
2007-03-01,214.248892265216
2007-04-01,213.628663340066
2007-05-01,211.874953630981
2007-06-01,209.70680855193802
2007-07-01,207.77423397274399
2007-08-01,205.37151272928398
2007-09-01,204.866523747314
2007-10-01,203.95820266436502
2007-11-01,203.295041210028
2007-12-01,201.71846956487
2008-01-01,200.803394365951
2008-02-01,199.440788296464
2008-03-01,198.82687991414798
2008-04-01,197.175385169745
2008-05-01,195.83888730803798
2008-06-01,194.838502239995
2008-07-01,192.563957498801
2008-08-01,191.069942634078
2008-09-01,189.656275727845
2008-10-01,187.808365712161
2008-11-01,185.505946409001
2008-12-01,183.31457977647
2009-01-01,181.570083290406
2009-02-01,179.337818819241
2009-03-01,176.188499370983
2009-04-01,173.396551770695
2009-05-01,172.861807334086
2009-06-01,172.248851713569
2009-07-01,172.293575340386
2009-08-01,172.315245488936
2009-09-01,172.42538052529
2009-10-01,172.383314967733
2009-11-01,171.769268478115
2009-12-01,171.967561503832
2010-01-01,172.359695960624
2010-02-01,172.440682878935
2010-03-01,172.262925472235
2010-04-01,171.973004416341
2010-05-01,172.28573588880698
2010-06-01,172.55441421450402
2010-07-01,172.83189743039398
2010-08-01,171.86044839908902
2010-09-01,171.602959838466
2010-10-01,169.28891746761101
2010-11-01,168.781172142208
2010-12-01,168.306359487143
2011-01-01,167.19117170889402
2011-02-01,166.610591935605
2011-03-01,165.505547363691
2011-04-01,167.130205556854
2011-05-01,166.83555426523998
2011-06-01,166.285289083893
2011-07-01,167.04386739577401
2011-08-01,166.692671248758
2011-09-01,166.950101859309
2011-10-01,165.142283979985
2011-11-01,164.31353337564101
2011-12-01,162.987216222569
2012-01-01,162.106559901649
2012-02-01,161.131907284492
2012-03-01,160.531735174898
2012-04-01,160.991717210059
2012-05-01,161.72068217940202
2012-06-01,162.560550091154
2012-07-01,162.594485079394
2012-08-01,162.95013030124
2012-09-01,163.351687317379
2012-10-01,163.11743866477
2012-11-01,162.499364024626
2012-12-01,162.706278305159
2013-01-01,162.796152498686
2013-02-01,163.770851382558
2013-03-01,163.269806031532
2013-04-01,164.811909448172
2013-05-01,166.016630262155
2013-06-01,167.080464854306
2013-07-01,167.913508789329
2013-08-01,168.940228941356
2013-09-01,170.350771870181
2013-10-01,171.415002703592
2013-11-01,172.489157661088
2013-12-01,172.822881855737
2014-01-01,173.552938385739
2014-02-01,173.555485095308
2014-03-01,173.437652655378
2014-04-01,173.31081905478902
2014-05-01,173.476424542923
2014-06-01,174.171570351144
2014-07-01,174.693503707937
2014-08-01,174.870243011013
2014-09-01,174.852361242574
2014-10-01,174.818771747879
2014-11-01,174.64600677159999
2014-12-01,175.55545128817297
2015-01-01,176.13991583303797
2015-02-01,176.813734913301
2015-03-01,176.679904838287
2015-04-01,177.638693137663
2015-05-01,178.216259933059
2015-06-01,178.653370225853
2015-07-01,178.85642560564702
2015-08-01,179.132993479318
2015-09-01,179.355222281072
2015-10-01,179.704315605155
2015-11-01,180.314347122882
2015-12-01,180.446337111892
2016-01-01,180.48843070068
2016-02-01,180.672085131068
2016-03-01,181.23353910904098
2016-04-01,182.023607381337
2016-05-01,182.18552419424998
2016-06-01,182.783393083592
2016-07-01,183.297749132337
2016-08-01,183.71947941102798
2016-09-01,183.797925557682
2016-10-01,183.830993908979
2016-11-01,185.01663979128898
2016-12-01,185.723897592229
2017-01-01,187.031830819197
2017-02-01,187.397764513783
2017-03-01,188.54355056897
2017-04-01,189.352741926638
2017-05-01,189.825879981377
2017-06-01,190.035302939329
2017-07-01,190.88934155433603
2017-08-01,192.072652814978
2017-09-01,193.489311039541
2017-10-01,194.50479601601
2017-11-01,195.264670585766
2017-12-01,195.77091002075198
2018-01-01,196.573064319355
2018-02-01,197.910663113238
2018-03-01,197.81955692875198
2018-04-01,197.42033325255002
2018-05-01,197.62823897023998
2018-06-01,197.96836156057498
2018-07-01,198.118460234383
2018-08-01,198.77574500730702
2018-09-01,199.497997869686
2018-10-01,200.22356939755798
2018-11-01,200.73152403330798
2018-12-01,201.200830535802
2019-01-01,201.522679301436
2019-02-01,201.75995334083999
2019-03-01,200.799003900736
2019-04-01,200.644840151232
2019-05-01,200.674189765682
2019-06-01,200.603973598294
2019-07-01,200.391885285662
2019-08-01,200.999047059764
2019-09-01,201.580200336921
2019-10-01,202.288876887594
2019-11-01,202.418799716764
2019-12-01,203.09421704161
2020-01-01,203.42917079344
2020-02-01,204.799244073852
2020-03-01,204.64233205821498
2020-04-01,204.543113537323
2020-05-01,204.070910557328
2020-06-01,204.221823743276
2020-07-01,204.959916038128
2020-08-01,208.209918685475
2020-09-01,211.909077276322
2020-10-01,216.151239470967
2020-11-01,220.54873014351003
2020-12-01,224.126111967243
2021-01-01,227.482456082573
2021-02-01,230.078517419908
2021-03-01,232.22348702648702
2021-04-01,234.739519423635
2021-05-01,237.602866912379
2021-06-01,240.35055571025399
2021-07-01,242.765178129478
2021-08-01,244.907100286517
2021-09-01,246.87496896715697
2021-10-01,248.842941675405
2021-11-01,251.086645931328
2021-12-01,254.15942736472
2022-01-01,257.141581382931
2022-02-01,261.27921950171395
2022-03-01,264.97696900852503
2022-04-01,269.298665319544
2022-05-01,272.698622591736
2022-06-01,276.21520364533797
2022-07-01,276.466116225812
2022-08-01,276.213421981223
2022-09-01,274.694554033087
2022-10-01,273.950020403351
2022-11-01,273.622615688135
2022-12-01,273.26574325151404
2023-01-01,273.485076788422
2023-02-01,273.342910814062
2023-03-01,275.603487366997
2023-04-01,278.368582869393
2023-05-01,282.207176391035
2023-06-01,285.712246798583
2023-07-01,287.696172822244
2023-08-01,290.025300407872
2023-09-01,292.223068373599
2023-10-01,293.555240424953
