DATE,PHXRSA
1997-12-01,86.55868266148899
1998-01-01,86.91754532816601
1998-02-01,87.43476585637801
1998-03-01,87.691388280674
1998-04-01,88.133930237309
1998-05-01,88.587331533493
1998-06-01,89.252137345242
1998-07-01,89.895815273198
1998-08-01,90.22935185684
1998-09-01,90.61764982403099
1998-10-01,90.943711425249
1998-11-01,91.553485631507
1998-12-01,92.201361307402
1999-01-01,92.74675926458
1999-02-01,93.332075724718
1999-03-01,94.024933232431
1999-04-01,94.72991861250799
1999-05-01,95.122793713882
1999-06-01,95.590627347743
1999-07-01,96.131861762106
1999-08-01,96.875249851099
1999-09-01,97.615650415238
1999-10-01,98.292130492689
1999-11-01,98.957536044421
1999-12-01,99.64444832618601
2000-01-01,100.41285452980101
2000-02-01,100.938496649927
2000-03-01,101.715134796106
2000-04-01,102.272077440457
2000-05-01,102.98903562653798
2000-06-01,103.70345436282801
2000-07-01,104.082601719318
2000-08-01,104.49663654652001
2000-09-01,104.96607520726299
2000-10-01,105.325561792765
2000-11-01,105.798721945755
2000-12-01,106.01288290364799
2001-01-01,106.403678096498
2001-02-01,106.881886065768
2001-03-01,107.45636945663901
2001-04-01,108.08150492027201
2001-05-01,108.70535906456
2001-06-01,109.020749508335
2001-07-01,109.511910235678
2001-08-01,109.86047772816299
2001-09-01,110.27655538204701
2001-10-01,110.75137444269501
2001-11-01,111.098988036325
2001-12-01,111.65355146435199
2002-01-01,112.157385208246
2002-02-01,112.79099835958999
2002-03-01,113.206382474603
2002-04-01,113.680464093181
2002-05-01,114.197854560373
2002-06-01,114.676718623939
2002-07-01,114.994043663736
2002-08-01,115.28580646814501
2002-09-01,115.53961343488399
2002-10-01,115.814197498058
2002-11-01,116.241187825257
2002-12-01,116.714497874753
2003-01-01,117.70990638321501
2003-02-01,118.60794138265699
2003-03-01,119.563360612797
2003-04-01,119.90050539026501
2003-05-01,120.290792451362
2003-06-01,120.66507316316499
2003-07-01,121.282274072217
2003-08-01,122.09677849498199
2003-09-01,123.043047111938
2003-10-01,123.90634665456601
2003-11-01,124.97455012729401
2003-12-01,126.24744326249399
2004-01-01,127.289336541008
2004-02-01,128.39739644003402
2004-03-01,129.636984730861
2004-04-01,130.927321963651
2004-05-01,132.465531312448
2004-06-01,133.92421557497602
2004-07-01,135.800020148709
2004-08-01,137.56502167117202
2004-09-01,140.573211561099
2004-10-01,143.804684302217
2004-11-01,147.696175186054
2004-12-01,152.151963768664
2005-01-01,156.329123057067
2005-02-01,161.648175425224
2005-03-01,167.797159921729
2005-04-01,174.636605365013
2005-05-01,181.13066341536597
2005-06-01,188.94785178489
2005-07-01,196.159479407244
2005-08-01,203.00428908568
2005-09-01,209.57744530051102
2005-10-01,213.618360658994
2005-11-01,217.410900073397
2005-12-01,220.177690917104
2006-01-01,223.011177058307
2006-02-01,225.25388400333802
2006-03-01,226.48568429671502
2006-04-01,227.77867489151902
2006-05-01,228.060451006731
2006-06-01,227.540573645671
2006-07-01,226.09425183821898
2006-08-01,224.505818327522
2006-09-01,222.943897612629
2006-10-01,221.68570036501097
2006-11-01,221.043081961978
2006-12-01,220.70665149199502
2007-01-01,221.423578646614
2007-02-01,220.86864123113202
2007-03-01,220.15091721921002
2007-04-01,218.161479176246
2007-05-01,215.575153647952
2007-06-01,212.654105821873
2007-07-01,209.40880796282502
2007-08-01,206.331384295364
2007-09-01,203.06891529742802
2007-10-01,198.027088432405
2007-11-01,192.42800060581902
2007-12-01,186.89472280969298
2008-01-01,181.119994205489
2008-02-01,175.05532660248198
2008-03-01,169.708861482081
2008-04-01,163.920696034993
2008-05-01,158.540230394368
2008-06-01,153.231210267555
2008-07-01,147.99901947796602
2008-08-01,142.987264967027
2008-09-01,138.26628698325
2008-10-01,133.395690026131
2008-11-01,129.172766548382
2008-12-01,123.432431364787
2009-01-01,117.87535924201201
2009-02-01,113.50783510228999
2009-03-01,108.70789737225701
2009-04-01,106.132644946018
2009-05-01,104.267823134915
2009-06-01,104.65514681333099
2009-07-01,105.79052524992201
2009-08-01,107.05142725466101
2009-09-01,108.12214213163901
2009-10-01,109.38163123110701
2009-11-01,110.888568050739
2009-12-01,112.118883598209
2010-01-01,112.542052086086
2010-02-01,111.62192073947901
2010-03-01,111.264916496
2010-04-01,111.64891100673701
2010-05-01,111.605123189433
2010-06-01,110.748596533316
2010-07-01,109.345164183137
2010-08-01,107.543340293439
2010-09-01,106.14251966938
2010-10-01,104.905676881643
2010-11-01,104.01495898058
2010-12-01,102.931025932925
2011-01-01,102.291919625938
2011-02-01,102.14743185323499
2011-03-01,101.70645364980801
2011-04-01,101.545844675382
2011-05-01,100.770551273282
2011-06-01,100.33168145747
2011-07-01,99.66065951191
2011-08-01,99.33661073958599
2011-09-01,99.393741303359
2011-10-01,99.727917080023
2011-11-01,100.511272003489
2011-12-01,101.90974977591299
2012-01-01,103.63046969568899
2012-02-01,105.400923737842
2012-03-01,107.681482298384
2012-04-01,109.971658782882
2012-05-01,112.176821928027
2012-06-01,114.172564223579
2012-07-01,116.246373693832
2012-08-01,118.110472379963
2012-09-01,119.78892924441799
2012-10-01,121.605323135793
2012-11-01,123.637900392196
2012-12-01,125.48504317773501
2013-01-01,127.655839728572
2013-02-01,129.551748871174
2013-03-01,131.614255472634
2013-04-01,133.302931301487
2013-05-01,135.14742185147
2013-06-01,136.713804658412
2013-07-01,138.301422337861
2013-08-01,140.228706423945
2013-09-01,142.250220459029
2013-10-01,143.733513304191
2013-11-01,144.447754364832
2013-12-01,144.75498636196002
2014-01-01,145.235454316976
2014-02-01,145.55215351834102
2014-03-01,145.965331187908
2014-04-01,146.044938353246
2014-05-01,146.102798858988
2014-06-01,146.21582782540898
2014-07-01,146.236117155566
2014-08-01,146.390002924155
2014-09-01,146.59028871419702
2014-10-01,146.870241250581
2014-11-01,147.467073688506
2014-12-01,148.223999981989
2015-01-01,148.872697963348
2015-02-01,149.621697695819
2015-03-01,150.342230021714
2015-04-01,151.011483223564
2015-05-01,151.621783921033
2015-06-01,152.33404984227502
2015-07-01,152.982620922588
2015-08-01,153.63952092218398
2015-09-01,154.275321044573
2015-10-01,155.20555634085198
2015-11-01,156.091593849345
2015-12-01,157.487487913891
2016-01-01,157.777748526266
2016-02-01,158.482221113564
2016-03-01,158.615437062038
2016-04-01,159.14253180818199
2016-05-01,159.599368670449
2016-06-01,160.138739217153
2016-07-01,160.946682053181
2016-08-01,161.564717714362
2016-09-01,162.39911689499
2016-10-01,163.122270755968
2016-11-01,164.13116832458098
2016-12-01,165.015400182843
2017-01-01,165.902090082368
2017-02-01,166.73636851243998
2017-03-01,167.320960633622
2017-04-01,168.048955712101
2017-05-01,168.61598307554502
2017-06-01,169.31732818129498
2017-07-01,169.796166809339
2017-08-01,170.75725877888598
2017-09-01,172.162162462245
2017-10-01,172.79551431709098
2017-11-01,173.335783239513
2017-12-01,174.347750269632
2018-01-01,175.625142496628
2018-02-01,177.404125498686
2018-03-01,178.643417180271
2018-04-01,179.357254591185
2018-05-01,180.497167203415
2018-06-01,181.30885562517398
2018-07-01,182.284339352784
2018-08-01,182.591684051939
2018-09-01,184.300828372178
2018-10-01,185.98428044676498
2018-11-01,187.465403733587
2018-12-01,188.401694083198
2019-01-01,189.070742929131
2019-02-01,189.592016863774
2019-03-01,189.606207146415
2019-04-01,189.96776912785302
2019-05-01,190.446408114835
2019-06-01,191.325027707985
2019-07-01,192.51399089337897
2019-08-01,193.839387718184
2019-09-01,195.285113418281
2019-10-01,196.942578865406
2019-11-01,198.740606855553
2019-12-01,200.96296442206798
2020-01-01,202.55919873116198
2020-02-01,204.189320592798
2020-03-01,205.155657362782
2020-04-01,206.61939737432598
2020-05-01,207.197316618945
2020-06-01,208.032096108811
2020-07-01,209.878582204916
2020-08-01,212.720792290133
2020-09-01,217.58232633367
2020-10-01,222.153715248828
2020-11-01,226.508330462598
2020-12-01,230.32978312647097
2021-01-01,235.170877548158
2021-02-01,240.14932537402998
2021-03-01,246.438089545405
2021-04-01,252.645727709388
2021-05-01,260.266030822546
2021-06-01,268.269027030992
2021-07-01,277.432762874482
2021-08-01,283.307445703648
2021-09-01,289.42674713383303
2021-10-01,294.13586487848596
2021-11-01,299.868865328591
2021-12-01,305.53234433775395
2022-01-01,312.254189721117
2022-02-01,319.46158643087995
2022-03-01,326.34960435557
2022-04-01,331.562762631325
2022-05-01,337.24959489425
2022-06-01,338.921636774819
2022-07-01,338.867769173785
2022-08-01,331.303863976381
2022-09-01,325.77660305419397
2022-10-01,322.446190511443
2022-11-01,318.980177423145
2022-12-01,314.740093030838
2023-01-01,312.384488412164
2023-02-01,313.137744512778
2023-03-01,311.736214133101
2023-04-01,311.238995994039
2023-05-01,311.275677130594
2023-06-01,313.078525282004
2023-07-01,316.34292414209
2023-08-01,318.33693178570996
2023-09-01,321.85744528829497
2023-10-01,325.560592739623
