DATE,SFXRSA
2000-03-01,107.337222666703
2000-04-01,110.63299407779499
2000-05-01,113.80051347783501
2000-06-01,116.81510593194099
2000-07-01,117.86499733231899
2000-08-01,119.04783714418001
2000-09-01,120.414855678829
2000-10-01,123.250015293372
2000-11-01,126.443111605954
2000-12-01,130.06123399056298
2001-01-01,133.040244292046
2001-02-01,135.075261076805
2001-03-01,134.936974010932
2001-04-01,133.855792071881
2001-05-01,132.662007707018
2001-06-01,130.833803224597
2001-07-01,129.281105449168
2001-08-01,128.33061873368098
2001-09-01,128.184202585417
2001-10-01,128.210652610583
2001-11-01,127.674897513348
2001-12-01,126.843087731583
2002-01-01,126.84205800336099
2002-02-01,127.614096816214
2002-03-01,129.559938662977
2002-04-01,132.110372224364
2002-05-01,134.748355957081
2002-06-01,137.56918699345698
2002-07-01,139.373338159344
2002-08-01,141.10791146453002
2002-09-01,141.850832921204
2002-10-01,142.81829100279498
2002-11-01,143.633220147166
2002-12-01,143.819286080395
2003-01-01,143.73391531834102
2003-02-01,143.850324103417
2003-03-01,143.95633436926002
2003-04-01,144.298695635857
2003-05-01,144.374792329012
2003-06-01,144.840311427076
2003-07-01,146.17484316581002
2003-08-01,147.795701581266
2003-09-01,149.63701795890302
2003-10-01,151.550099734952
2003-11-01,153.73024094074302
2003-12-01,155.987253132958
2004-01-01,157.84311448643498
2004-02-01,159.953927197644
2004-03-01,162.212733043225
2004-04-01,164.53452753243099
2004-05-01,166.79998283061002
2004-06-01,169.835298922542
2004-07-01,172.094446716794
2004-08-01,174.53445693063202
2004-09-01,177.01684827680901
2004-10-01,180.047773577783
2004-11-01,183.27819105652
2004-12-01,187.114336777373
2005-01-01,191.62109402802201
2005-02-01,196.018997498545
2005-03-01,200.46877401983798
2005-04-01,202.307681449971
2005-05-01,204.82113992090402
2005-06-01,207.194971972894
2005-07-01,209.307687283311
2005-08-01,210.714946757138
2005-09-01,212.69777587349998
2005-10-01,214.12493852147
2005-11-01,215.514693318608
2005-12-01,216.413769606306
2006-01-01,217.40189198145
2006-02-01,218.82078740391302
2006-03-01,219.294646168354
2006-04-01,218.82228695507703
2006-05-01,218.024286464724
2006-06-01,216.546789467234
2006-07-01,214.984221559277
2006-08-01,214.310061337621
2006-09-01,213.558559288906
2006-10-01,213.3632698884
2006-11-01,213.268921520778
2006-12-01,213.159707489972
2007-01-01,214.62354220588298
2007-02-01,214.88290843053002
2007-03-01,215.31937618840198
2007-04-01,213.53108992536
2007-05-01,210.77461094008598
2007-06-01,207.96604379296298
2007-07-01,205.566798763695
2007-08-01,204.516536180925
2007-09-01,203.11564934213402
2007-10-01,199.647769699938
2007-11-01,194.696115930742
2007-12-01,189.99427715776798
2008-01-01,186.63429784797
2008-02-01,178.85207744675
2008-03-01,172.566597444021
2008-04-01,166.736722366765
2008-05-01,162.559100589957
2008-06-01,158.50123962849
2008-07-01,154.104938798095
2008-08-01,148.158938389061
2008-09-01,142.83414094481
2008-10-01,137.586450163584
2008-11-01,134.682599505264
2008-12-01,130.633414266758
2009-01-01,126.65666819370199
2009-02-01,123.97378883387199
2009-03-01,121.088416123214
2009-04-01,120.169888102765
2009-05-01,119.86648635706699
2009-06-01,123.341786205821
2009-07-01,126.157009206994
2009-08-01,129.235468379025
2009-09-01,131.557587991492
2009-10-01,134.028300962225
2009-11-01,136.120074422861
2009-12-01,137.029361110342
2010-01-01,138.495652087505
2010-02-01,139.2983570854
2010-03-01,140.932291039255
2010-04-01,141.726633242216
2010-05-01,141.388474803675
2010-06-01,140.534430923162
2010-07-01,139.85838262389
2010-08-01,139.173082730322
2010-09-01,138.886238528004
2010-10-01,137.23926144104098
2010-11-01,136.991786331909
2010-12-01,136.914270033876
2011-01-01,136.535473305871
2011-02-01,134.745446635537
2011-03-01,133.695936552304
2011-04-01,133.50971052424
2011-05-01,133.191210195896
2011-06-01,132.547357754053
2011-07-01,131.928368735829
2011-08-01,131.887266012235
2011-09-01,131.008154145947
2011-10-01,131.167195558703
2011-11-01,129.811814383297
2011-12-01,129.881622408867
2012-01-01,128.638566028031
2012-02-01,129.223426940616
2012-03-01,129.246447045889
2012-04-01,131.11830067947702
2012-05-01,133.56049152955902
2012-06-01,136.28033516485598
2012-07-01,138.279699136269
2012-08-01,139.319099659165
2012-09-01,141.22963346415
2012-10-01,143.28241153632
2012-11-01,146.627185965931
2012-12-01,148.887186609544
2013-01-01,151.256264763114
2013-02-01,153.298490227498
2013-03-01,157.197918424847
2013-04-01,161.720066987644
2013-05-01,165.871886019329
2013-06-01,169.447964208777
2013-07-01,172.909053601766
2013-08-01,175.46163386252
2013-09-01,178.19565375283798
2013-10-01,178.982147366732
2013-11-01,181.016742851446
2013-12-01,182.760972591094
2014-01-01,186.097800885337
2014-02-01,187.36309725887
2014-03-01,189.537679118302
2014-04-01,190.591439590089
2014-05-01,191.593683445312
2014-06-01,192.026638041906
2014-07-01,191.655725069371
2014-08-01,192.074978833898
2014-09-01,193.516573348983
2014-10-01,196.156232448144
2014-11-01,197.740601027528
2014-12-01,199.96172083183998
2015-01-01,200.39623618023202
2015-02-01,205.254973651529
2015-03-01,208.260617936259
2015-04-01,209.417963810587
2015-05-01,210.290176364837
2015-06-01,210.748770325111
2015-07-01,211.890224548059
2015-08-01,213.140306136137
2015-09-01,215.61970938292302
2015-10-01,217.881527609883
2015-11-01,219.566522525392
2015-12-01,220.569720105167
2016-01-01,221.342050884732
2016-02-01,223.439179660461
2016-03-01,224.99681023385202
2016-04-01,225.22188961343
2016-05-01,224.09240733093202
2016-06-01,224.83832052320201
2016-07-01,225.286200856359
2016-08-01,227.879108177472
2016-09-01,228.28322516601798
2016-10-01,230.358183425798
2016-11-01,231.490498095741
2016-12-01,233.889478258484
2017-01-01,235.230591684158
2017-02-01,236.971837520458
2017-03-01,235.486211024879
2017-04-01,235.761158134685
2017-05-01,237.464704302162
2017-06-01,239.088890480059
2017-07-01,240.685694220451
2017-08-01,242.041932263613
2017-09-01,244.82959412874598
2017-10-01,248.406785179781
2017-11-01,252.79882742093898
2017-12-01,255.78685506067902
2018-01-01,259.176538900346
2018-02-01,260.394424362836
2018-03-01,261.320427791343
2018-04-01,260.91531042250597
2018-05-01,263.088936979393
2018-06-01,264.669414157771
2018-07-01,266.37298653402803
2018-08-01,267.329175001068
2018-09-01,268.984412495901
2018-10-01,268.2939529824
2018-11-01,267.175028065598
2018-12-01,265.011364593775
2019-01-01,263.862843140987
2019-02-01,263.4848443129
2019-03-01,263.73940391161096
2019-04-01,264.92174353584704
2019-05-01,265.118508677755
2019-06-01,266.366707204132
2019-07-01,266.29386109078604
2019-08-01,267.107727109691
2019-09-01,267.14234754052995
2019-10-01,267.80014155755697
2019-11-01,269.155825737009
2019-12-01,271.315681998297
2020-01-01,272.46680087169
2020-02-01,273.143542787192
2020-03-01,273.183580026564
2020-04-01,271.392725708237
2020-05-01,270.422047918604
2020-06-01,270.304223722249
2020-07-01,273.463096153812
2020-08-01,278.657588370391
2020-09-01,284.445146460124
2020-10-01,290.098109465639
2020-11-01,293.401751734381
2020-12-01,296.544484099103
2021-01-01,300.484636554141
2021-02-01,303.210874607773
2021-03-01,306.097864067587
2021-04-01,311.622653967598
2021-05-01,318.839637747535
2021-06-01,328.987137254594
2021-07-01,333.021602557336
2021-08-01,337.89525967192503
2021-09-01,341.026547812747
2021-10-01,344.47089596217
2021-11-01,347.30646172121203
2021-12-01,353.027041427985
2022-01-01,363.890072676534
2022-02-01,372.504109737071
2022-03-01,379.13853231485496
2022-04-01,381.935077947035
2022-05-01,384.203380782072
2022-06-01,381.33567239643304
2022-07-01,368.427895995979
2022-08-01,356.62607511303804
2022-09-01,349.055054260261
2022-10-01,347.036813667899
2022-11-01,342.000302771655
2022-12-01,338.353204152616
2023-01-01,335.910327108344
2023-02-01,334.83943678148
2023-03-01,336.205193995918
2023-04-01,338.957773330294
2023-05-01,341.41280863153196
2023-06-01,344.171091197202
2023-07-01,345.23929972865403
2023-08-01,347.723485949901
2023-09-01,351.11264156756204
2023-10-01,352.93950171511705
